Suburb,Rooms,Type,Price,Regionname
Thornbury,2,h,1260000,Northern Metropolitan
Thornbury,3,h,0,Northern Metropolitan
Thornbury,4,h,1651118,Northern Metropolitan
Toorak,1,u,0,Southern Metropolitan
Toorak,2,u,580000,Southern Metropolitan
Toorak,2,u,1850000,Southern Metropolitan
Toorak,3,h,0,Southern Metropolitan
Toorak,3,u,855000,Southern Metropolitan
Toorak,3,h,1600000,Southern Metropolitan
Truganina,3,h,0,Western Metropolitan
Tullamarine,4,h,695000,Western Metropolitan
Tullamarine,3,h,560000,Western Metropolitan
Tullamarine,2,h,0,Western Metropolitan
Vermont South,4,h,1120000,Eastern Metropolitan
Vermont South,4,h,0,Eastern Metropolitan
Wantirna,5,h,0,Eastern Metropolitan
Wantirna South,4,h,921000,Eastern Metropolitan
Wantirna South,3,h,0,Eastern Metropolitan
Wantirna South,5,h,1390000,Eastern Metropolitan
Warrandyte,4,h,0,Eastern Metropolitan
Warrandyte,3,h,730000,Eastern Metropolitan
Werribee,2,h,700000,Western Metropolitan
Werribee,3,h,452000,Western Metropolitan
Werribee,3,h,0,Western Metropolitan
Werribee,3,h,430000,Western Metropolitan
West Footscray,3,h,720000,Western Metropolitan
West Footscray,3,h,975000,Western Metropolitan
West Footscray,2,h,930000,Western Metropolitan
West Melbourne,1,u,315000,Northern Metropolitan
Westmeadows,2,t,470000,Northern Metropolitan
Westmeadows,3,h,0,Northern Metropolitan
Wheelers Hill,4,h,0,South-Eastern Metropolitan
Wheelers Hill,4,h,1185000,South-Eastern Metropolitan
Wheelers Hill,3,u,0,South-Eastern Metropolitan
Wheelers Hill,4,h,1050000,South-Eastern Metropolitan
Wheelers Hill,3,h,1131000,South-Eastern Metropolitan
Williamstown,5,h,1700000,Western Metropolitan
Williamstown,3,h,1520000,Western Metropolitan
Williamstown,3,h,1621000,Western Metropolitan
Windsor,2,h,1670000,Southern Metropolitan
Windsor,2,u,652000,Southern Metropolitan
Wollert,4,h,660000,Northern Metropolitan
Wollert,4,h,567500,Northern Metropolitan
Wollert,3,h,472500,Northern Metropolitan
Wyndham Vale,5,h,0,Western Metropolitan
Wyndham Vale,3,h,380000,Western Metropolitan
Yarraville,2,h,0,Western Metropolitan
Yarraville,3,h,1381000,Western Metropolitan
Yarraville,3,h,0,Western Metropolitan
Yarraville,2,u,607500,Western Metropolitan
Yarraville,3,h,1120000,Western Metropolitan
Yarraville,2,h,802000,Western Metropolitan
Yarraville,6,h,1550000,Western Metropolitan
Abbotsford,3,h,1350000,Northern Metropolitan
Airport West,3,h,858000,Western Metropolitan
Airport West,2,u,593000,Western Metropolitan
Airport West,3,h,640000,Western Metropolitan
Airport West,3,h,961000,Western Metropolitan
Albert Park,2,h,1535000,Southern Metropolitan
Albion,3,h,570000,Western Metropolitan
Alphington,4,h,0,Northern Metropolitan
Altona Meadows,3,h,0,Western Metropolitan
Altona North,3,h,900000,Western Metropolitan
Altona North,3,h,0,Western Metropolitan
Altona North,2,t,650000,Western Metropolitan
Ardeer,2,h,480000,Western Metropolitan
Ascot Vale,3,h,950000,Western Metropolitan
Ascot Vale,4,h,0,Western Metropolitan
Ashwood,3,h,1225000,Southern Metropolitan
Attwood,5,h,1025000,Northern Metropolitan
Avondale Heights,3,u,622000,Western Metropolitan
Avondale Heights,3,h,825000,Western Metropolitan
Balwyn,4,h,1475000,Southern Metropolitan
Balwyn North,4,h,0,Southern Metropolitan
Balwyn North,3,t,1050000,Southern Metropolitan
Balwyn North,6,h,0,Southern Metropolitan
Balwyn North,3,h,1275000,Southern Metropolitan
Bayswater,3,t,640000,Eastern Metropolitan
Bayswater North,3,u,500000,Eastern Metropolitan
Bayswater North,4,h,825000,Eastern Metropolitan
Beaumaris,1,u,0,Southern Metropolitan
Beaumaris,2,u,800000,Southern Metropolitan
Beaumaris,4,h,1221000,Southern Metropolitan
Beaumaris,4,h,1800000,Southern Metropolitan
Beaumaris,5,h,0,Southern Metropolitan
Beaumaris,4,h,1823000,Southern Metropolitan
Beaumaris,6,h,2000000,Southern Metropolitan
Bentleigh,3,h,1365000,Southern Metropolitan
Bentleigh,3,h,1045000,Southern Metropolitan
Bentleigh East,5,h,1220000,Southern Metropolitan
Berwick,4,h,627500,Eastern Victoria
Blackburn,3,u,1095000,Eastern Metropolitan
Blackburn,4,h,0,Eastern Metropolitan
Blackburn South,3,h,1020000,Eastern Metropolitan
Blackburn South,3,h,0,Eastern Metropolitan
Boronia,3,h,642000,Eastern Metropolitan
Briar Hill,3,h,840000,Eastern Metropolitan
Brighton,1,u,380000,Southern Metropolitan
Brighton East,4,t,1731000,Southern Metropolitan
Broadmeadows,3,t,465000,Northern Metropolitan
Broadmeadows,3,h,518500,Northern Metropolitan
Brooklyn,3,u,665000,Western Metropolitan
Brunswick,2,u,692000,Northern Metropolitan
Brunswick East,2,h,1305000,Northern Metropolitan
Brunswick West,3,h,0,Northern Metropolitan
Brunswick West,3,h,1100000,Northern Metropolitan
Brunswick West,2,h,573000,Northern Metropolitan
Bulleen,3,h,1060000,Eastern Metropolitan
Bundoora,4,h,0,Northern Metropolitan
Bundoora,3,h,805000,Northern Metropolitan
Bundoora,3,h,682000,Northern Metropolitan
Bundoora,3,t,510000,Northern Metropolitan
Burnside Heights,3,h,535000,Western Metropolitan
Burwood East,4,h,1088000,Eastern Metropolitan
Burwood East,3,h,1180000,Eastern Metropolitan
Cairnlea,3,h,630000,Western Metropolitan
Camberwell,2,u,677000,Southern Metropolitan
Camberwell,3,h,0,Southern Metropolitan
Camberwell,2,u,670000,Southern Metropolitan
Camberwell,3,t,1320000,Southern Metropolitan
Canterbury,2,u,816000,Southern Metropolitan
Carlton,1,u,350000,Northern Metropolitan
Carlton,2,u,620000,Northern Metropolitan
Carlton,3,h,1760000,Northern Metropolitan
Carnegie,1,u,300000,Southern Metropolitan
Caroline Springs,3,h,545000,Western Metropolitan
Caulfield South,4,h,1800000,Southern Metropolitan
Caulfield South,2,u,1091500,Southern Metropolitan
Chadstone,3,h,0,Southern Metropolitan
Cheltenham,5,h,1140000,Southern Metropolitan
Cheltenham,3,t,950000,Southern Metropolitan
Cheltenham,2,h,1171000,Southern Metropolitan
Cheltenham,2,u,425000,Southern Metropolitan
Cheltenham,3,h,1116000,Southern Metropolitan
Clarinda,3,h,0,South-Eastern Metropolitan
Clayton,3,u,0,South-Eastern Metropolitan
Clayton,4,h,0,South-Eastern Metropolitan
Clifton Hill,3,u,1030000,Northern Metropolitan
Clyde North,4,h,689000,Eastern Victoria
Coburg,2,h,900000,Northern Metropolitan
Coburg,2,u,620000,Northern Metropolitan
Coburg,4,h,922000,Northern Metropolitan
Coburg,3,t,0,Northern Metropolitan
Coburg,3,h,1077000,Northern Metropolitan
Coburg North,4,h,800000,Northern Metropolitan
Coburg North,3,h,805000,Northern Metropolitan
Craigieburn,4,h,665000,Northern Metropolitan
Craigieburn,4,h,607000,Northern Metropolitan
Craigieburn,3,h,515500,Northern Metropolitan
Craigieburn,4,h,509500,Northern Metropolitan
Craigieburn,3,h,660000,Northern Metropolitan
Cranbourne,5,h,572000,South-Eastern Metropolitan
Croydon,4,h,932000,Eastern Metropolitan
Croydon,2,u,566100,Eastern Metropolitan
Croydon,2,h,570000,Eastern Metropolitan
Croydon,4,h,875000,Eastern Metropolitan
Croydon Hills,3,h,0,Eastern Metropolitan
Croydon North,4,h,810000,Eastern Metropolitan
Dandenong,3,h,585000,South-Eastern Metropolitan
Dandenong,2,u,348000,South-Eastern Metropolitan
Dandenong North,3,h,627000,South-Eastern Metropolitan
Dandenong North,3,h,760000,South-Eastern Metropolitan
Diamond Creek,2,h,621000,Northern Victoria
Dingley Village,2,u,612000,South-Eastern Metropolitan
Doncaster,3,t,840000,Eastern Metropolitan
Doncaster,3,t,945000,Eastern Metropolitan
Doncaster East,6,h,1856000,Eastern Metropolitan
Donvale,3,t,818000,Eastern Metropolitan
Donvale,3,h,852000,Eastern Metropolitan
Doreen,3,h,530500,Northern Victoria
Eaglemont,4,h,0,Eastern Metropolitan
East Melbourne,2,u,0,Northern Metropolitan
Edithvale,3,h,1092000,South-Eastern Metropolitan
Eltham,3,h,975000,Eastern Metropolitan
Eltham,3,h,805000,Eastern Metropolitan
Eltham North,4,h,770000,Eastern Metropolitan
Eltham North,2,h,0,Eastern Metropolitan
Elwood,2,u,0,Southern Metropolitan
Elwood,2,u,0,Southern Metropolitan
Elwood,1,u,425000,Southern Metropolitan
Elwood,2,u,0,Southern Metropolitan
Emerald,3,h,0,Eastern Victoria
Epping,3,u,0,Northern Metropolitan
Epping,4,h,940000,Northern Metropolitan
Epping,2,u,437000,Northern Metropolitan
Epping,5,h,660000,Northern Metropolitan
Essendon,3,h,1325000,Western Metropolitan
Essendon,1,u,310000,Western Metropolitan
Essendon,3,t,864000,Western Metropolitan
Essendon,1,u,291000,Western Metropolitan
Essendon West,3,h,750000,Western Metropolitan
Essendon West,4,h,0,Western Metropolitan
Eumemmerring,3,h,515000,South-Eastern Metropolitan
Eumemmerring,3,h,580000,South-Eastern Metropolitan
Fairfield,3,h,1550000,Northern Metropolitan
Fawkner,2,h,672000,Northern Metropolitan
Fawkner,3,h,720000,Northern Metropolitan
Ferntree Gully,2,u,414000,Eastern Metropolitan
Fitzroy North,2,h,1350000,Northern Metropolitan
Fitzroy North,3,h,1852000,Northern Metropolitan
Fitzroy North,2,h,1100000,Northern Metropolitan
Footscray,2,u,0,Western Metropolitan
Footscray,3,t,815000,Western Metropolitan
Footscray,1,u,170000,Western Metropolitan
Forest Hill,4,h,1372000,Eastern Metropolitan
Forest Hill,3,t,850500,Eastern Metropolitan
Frankston,2,u,400000,South-Eastern Metropolitan
Frankston,3,h,640000,South-Eastern Metropolitan
Frankston,3,h,0,South-Eastern Metropolitan
Frankston North,3,h,611000,Eastern Victoria
Frankston South,3,h,0,South-Eastern Metropolitan
Frankston South,3,h,755000,South-Eastern Metropolitan
Gisborne,4,h,521000,Northern Victoria
Gladstone Park,3,h,625000,Western Metropolitan
Gladstone Park,3,h,650000,Western Metropolitan
Glen Iris,4,h,1910000,Southern Metropolitan
Glen Iris,3,t,1900000,Southern Metropolitan
Glen Iris,2,u,500000,Southern Metropolitan
Glen Iris,2,u,523000,Southern Metropolitan
Glen Waverley,4,h,0,Eastern Metropolitan
Glen Waverley,4,h,1250000,Eastern Metropolitan
Glen Waverley,3,h,0,Eastern Metropolitan
Glen Waverley,3,h,0,Eastern Metropolitan
Glenroy,2,t,460000,Northern Metropolitan
Glenroy,3,t,600000,Northern Metropolitan
Glenroy,3,t,595000,Northern Metropolitan
Glenroy,3,h,0,Northern Metropolitan
Glenroy,3,t,525000,Northern Metropolitan
Glenroy,3,h,847000,Northern Metropolitan
Greensborough,6,h,990000,Northern Metropolitan
Greensborough,3,h,645000,Northern Metropolitan
Greensborough,3,t,880000,Northern Metropolitan
Greensborough,2,u,695000,Northern Metropolitan
Greenvale,3,h,630000,Northern Metropolitan
Greenvale,5,h,0,Northern Metropolitan
Hadfield,2,u,500000,Northern Metropolitan
Hallam,3,h,662500,South-Eastern Metropolitan
Hampton,3,u,1210000,Southern Metropolitan
Hampton,3,t,1910000,Southern Metropolitan
Hampton,3,h,0,Southern Metropolitan
Hampton East,3,h,1140000,Southern Metropolitan
Hampton East,3,h,0,Southern Metropolitan
Hawthorn,2,h,0,Southern Metropolitan
Hawthorn,1,u,395000,Southern Metropolitan
Hawthorn,3,u,1000000,Southern Metropolitan
Hawthorn,2,u,450000,Southern Metropolitan
Hawthorn,2,u,820000,Southern Metropolitan
Hawthorn,2,u,450000,Southern Metropolitan
Healesville,3,h,650000,Northern Victoria
Heathmont,3,h,0,Eastern Metropolitan
Heathmont,5,h,0,Eastern Metropolitan
Heathmont,4,h,0,Eastern Metropolitan
Heathmont,4,h,0,Eastern Metropolitan
Heidelberg,3,h,0,Eastern Metropolitan
Heidelberg Heights,3,h,790000,Eastern Metropolitan
Heidelberg Heights,2,h,780000,Eastern Metropolitan
Heidelberg West,3,h,726500,Eastern Metropolitan
Heidelberg West,3,h,710000,Eastern Metropolitan
Highett,2,u,0,Southern Metropolitan
Highett,2,u,0,Southern Metropolitan
Highett,2,u,645000,Southern Metropolitan
Hillside,5,h,650500,Western Metropolitan
Hoppers Crossing,3,h,471000,Western Metropolitan
Hoppers Crossing,3,h,683000,Western Metropolitan
Hoppers Crossing,3,h,440000,Western Metropolitan
Hoppers Crossing,4,h,0,Western Metropolitan
Huntingdale,3,h,750000,Southern Metropolitan
Ivanhoe,4,h,0,Eastern Metropolitan
Ivanhoe East,4,h,0,Eastern Metropolitan
Jacana,4,h,650000,Northern Metropolitan
Jacana,2,t,390000,Northern Metropolitan
Keilor Downs,3,h,506000,Western Metropolitan
Keilor Downs,3,h,810000,Western Metropolitan
Keilor Downs,3,h,735000,Western Metropolitan
Keilor Downs,3,h,595000,Western Metropolitan
Keilor Downs,3,h,605000,Western Metropolitan
Keilor East,2,t,520000,Western Metropolitan
Keilor Lodge,4,h,640000,Western Metropolitan
Kensington,3,t,967000,Northern Metropolitan
Kensington,2,h,850000,Northern Metropolitan
Kensington,1,t,500000,Northern Metropolitan
Kensington,2,u,535000,Northern Metropolitan
Kew,2,h,758000,Southern Metropolitan
Kew,3,h,0,Southern Metropolitan
Kew,3,h,975000,Southern Metropolitan
Kew East,2,u,862000,Southern Metropolitan
Keysborough,4,h,965000,South-Eastern Metropolitan
Keysborough,4,h,761000,South-Eastern Metropolitan
Kings Park,3,h,520000,Western Metropolitan
Kings Park,3,h,530000,Western Metropolitan
Kingsbury,2,u,0,Northern Metropolitan
Kingsville,3,h,1020000,Western Metropolitan
Kingsville,1,u,210000,Western Metropolitan
Lalor,4,h,750000,Northern Metropolitan
Lalor,3,h,635000,Northern Metropolitan
Lalor,2,u,410000,Northern Metropolitan
Lalor,5,h,675000,Northern Metropolitan
Lower Plenty,5,h,880000,Eastern Metropolitan
Lynbrook,3,h,597500,South-Eastern Metropolitan
MacLeod,3,u,640000,Northern Metropolitan
Maidstone,1,u,280000,Western Metropolitan
Maidstone,2,t,520000,Western Metropolitan
Maidstone,3,t,895000,Western Metropolitan
Maidstone,3,t,660000,Western Metropolitan
Malvern East,3,h,0,Southern Metropolitan
Malvern East,4,h,0,Southern Metropolitan
Maribyrnong,3,h,1050000,Western Metropolitan
Maribyrnong,2,u,0,Western Metropolitan
Maribyrnong,2,u,0,Western Metropolitan
Melton,4,h,320000,Western Victoria
Melton,3,h,480000,Western Victoria
Melton South,3,h,365000,Western Victoria
Melton West,3,h,0,Northern Victoria
Mentone,2,t,705000,South-Eastern Metropolitan
Mernda,4,h,670000,Northern Metropolitan
Mernda,4,h,0,Northern Metropolitan
Mernda,4,h,520500,Northern Metropolitan
Mickleham,4,h,0,Northern Metropolitan
Mill Park,2,u,460000,Northern Metropolitan
Mill Park,3,h,610000,Northern Metropolitan
Mitcham,3,h,950000,Eastern Metropolitan
Mitcham,3,t,715000,Eastern Metropolitan
Mitcham,3,t,970000,Eastern Metropolitan
Montmorency,3,h,655000,Eastern Metropolitan
Montmorency,3,h,960000,Eastern Metropolitan
Montrose,3,h,0,Eastern Victoria
Moonee Ponds,4,h,1810000,Western Metropolitan
Moonee Ponds,2,h,1020000,Western Metropolitan
Moonee Ponds,2,h,1250000,Western Metropolitan
Moorabbin,3,h,1175000,Southern Metropolitan
Mordialloc,4,h,800000,South-Eastern Metropolitan
Mordialloc,4,h,1225000,South-Eastern Metropolitan
Mount Waverley,6,h,1200000,Eastern Metropolitan
Mount Waverley,5,h,0,Eastern Metropolitan
Mount Waverley,3,h,1205000,Eastern Metropolitan
Mount Waverley,4,h,1720000,Eastern Metropolitan
Mount Waverley,5,h,1600000,Eastern Metropolitan
Mount Waverley,3,h,944000,Eastern Metropolitan
Mount Waverley,3,h,1385000,Eastern Metropolitan
Mount Waverley,3,h,1280000,Eastern Metropolitan
Mount Waverley,3,h,2000000,Eastern Metropolitan
Mulgrave,5,h,0,South-Eastern Metropolitan
Narre Warren,3,h,650000,South-Eastern Metropolitan
Narre Warren,3,h,655000,South-Eastern Metropolitan
Narre Warren,3,h,580000,South-Eastern Metropolitan
Newport,2,h,710000,Western Metropolitan
Newport,2,u,335000,Western Metropolitan
Newport,3,h,1330000,Western Metropolitan
Noble Park,2,u,466500,South-Eastern Metropolitan
Noble Park,4,h,0,South-Eastern Metropolitan
North Melbourne,2,u,550000,Northern Metropolitan
North Melbourne,2,h,962000,Northern Metropolitan
North Melbourne,2,t,936000,Northern Metropolitan
North Melbourne,2,u,580000,Northern Metropolitan
Northcote,4,h,1900000,Northern Metropolitan
Northcote,3,h,1605000,Northern Metropolitan
Northcote,3,h,1415000,Northern Metropolitan
Northcote,2,u,390000,Northern Metropolitan
Nunawading,2,u,637000,Eastern Metropolitan
Nunawading,4,h,1100000,Eastern Metropolitan
Nunawading,3,h,926000,Eastern Metropolitan
Oak Park,2,t,610000,Northern Metropolitan
Oak Park,3,u,700000,Northern Metropolitan
Oakleigh East,5,h,1525000,Southern Metropolitan
Oakleigh East,6,h,1900000,Southern Metropolitan
Oakleigh South,3,h,0,South-Eastern Metropolitan
Oakleigh South,3,h,0,South-Eastern Metropolitan
Oakleigh South,3,u,0,South-Eastern Metropolitan
Ormond,1,u,454000,Southern Metropolitan
Ormond,2,u,562000,Southern Metropolitan
Parkdale,3,t,1000000,South-Eastern Metropolitan
Parkdale,3,h,985000,South-Eastern Metropolitan
Parkdale,3,h,820000,South-Eastern Metropolitan
Pascoe Vale,3,h,870000,Northern Metropolitan
Pascoe Vale,3,h,800000,Northern Metropolitan
Pascoe Vale,5,h,1501000,Northern Metropolitan
Pascoe Vale,3,t,0,Northern Metropolitan
Pascoe Vale,3,h,1663000,Northern Metropolitan
Pascoe Vale,4,h,780000,Northern Metropolitan
Point Cook,4,h,0,Western Metropolitan
Point Cook,5,h,660000,Western Metropolitan
Point Cook,4,h,0,Western Metropolitan
Point Cook,4,h,0,Western Metropolitan
Point Cook,4,h,663500,Western Metropolitan
Port Melbourne,3,u,1631000,Southern Metropolitan
Port Melbourne,3,h,1665000,Southern Metropolitan
Prahran,1,u,399000,Southern Metropolitan
Prahran,2,u,1240000,Southern Metropolitan
Preston,3,h,727500,Northern Metropolitan
Preston,3,h,0,Northern Metropolitan
Preston,3,t,965000,Northern Metropolitan
Princes Hill,3,h,1930000,Northern Metropolitan
Reservoir,3,h,840000,Northern Metropolitan
Reservoir,2,h,560000,Northern Metropolitan
Reservoir,1,u,0,Northern Metropolitan
Reservoir,4,h,900000,Northern Metropolitan
Reservoir,3,h,680500,Northern Metropolitan
Reservoir,4,h,902000,Northern Metropolitan
Reservoir,3,h,825000,Northern Metropolitan
Reservoir,3,h,801000,Northern Metropolitan
Reservoir,2,t,668500,Northern Metropolitan
Richmond,2,h,1165000,Northern Metropolitan
Richmond,1,u,390000,Northern Metropolitan
Richmond,2,u,890500,Northern Metropolitan
Richmond,2,h,0,Northern Metropolitan
Richmond,3,h,1310000,Northern Metropolitan
Richmond,1,u,458000,Northern Metropolitan
Richmond,2,h,1442000,Northern Metropolitan
Ringwood,4,h,0,Eastern Metropolitan
Ringwood,3,h,750000,Eastern Metropolitan
Ringwood,2,u,0,Eastern Metropolitan
Ringwood,4,t,0,Eastern Metropolitan
Ringwood East,2,u,560000,Eastern Metropolitan
Rockbank,2,h,340000,Western Metropolitan
Rosanna,3,h,1101000,Eastern Metropolitan
Rowville,5,h,0,South-Eastern Metropolitan
Rowville,5,h,870000,South-Eastern Metropolitan
Rowville,4,h,0,South-Eastern Metropolitan
Roxburgh Park,3,h,420000,Northern Metropolitan
Sandringham,2,u,643500,Southern Metropolitan
Seabrook,3,h,625000,Western Metropolitan
Seaford,3,h,610000,South-Eastern Metropolitan
Seaford,3,h,565000,South-Eastern Metropolitan
Seaford,3,u,572000,South-Eastern Metropolitan
Seaholme,4,t,1090000,Western Metropolitan
Seaholme,2,t,455000,Western Metropolitan
Seddon,2,h,750000,Western Metropolitan
Seddon,2,h,850000,Western Metropolitan
Skye,4,h,640000,South-Eastern Metropolitan
